Country,Measure,Year,WasteValue
Italy,RECYCLING,1995,930
Italy,RECYCLING,1996,1199
Italy,RECYCLING,1997,1874
Italy,RECYCLING,1998,2235
Italy,RECYCLING,1999,2595
Italy,RECYCLING,2000,2888
Italy,RECYCLING,2001,3513
Italy,RECYCLING,2002,2727
Italy,RECYCLING,2003,3108
Italy,RECYCLING,2004,3509
Italy,RECYCLING,2005,3683
Italy,RECYCLING,2006,3813
Italy,RECYCLING,2008,4631
Italy,RECYCLING,2009,6042
Italy,RECYCLING,2010,6107
Italy,RECYCLING,2011,7149
Italy,RECYCLING,2012,7177
Italy,RECYCLING,2013,7335
Italy,RECYCLING,2014,7472
Italy,RECYCLING,2016,8093
Italy,RECYCLING,2017,8218
Italy,RECYCLING,2018,8675
Italy,RECYCLING,2019,9048
Italy,RECYCLING,2020,8004
Italy,RECYCLING,2021,8127
Italy,RECYCLING,2022,8330
Japan,RECYCLING,1985,1618
Japan,RECYCLING,1986,1556
Japan,RECYCLING,1987,1844
Japan,RECYCLING,1988,1957
Japan,RECYCLING,1989,2220
Japan,RECYCLING,1990,2669
Japan,RECYCLING,1991,3100
Japan,RECYCLING,1992,3728
Japan,RECYCLING,1993,4115
Japan,RECYCLING,1994,4701
Japan,RECYCLING,1995,5100
Japan,RECYCLING,1996,5465
Japan,RECYCLING,1997,5860
Japan,RECYCLING,1998,6491
Japan,RECYCLING,1999,7032
Japan,RECYCLING,2000,7860
Japan,RECYCLING,2001,8247
Japan,RECYCLING,2002,8638
Japan,RECYCLING,2003,9157
Japan,RECYCLING,2004,9400
Japan,RECYCLING,2005,10026
Japan,RECYCLING,2006,10204
Japan,RECYCLING,2007,10304
Japan,RECYCLING,2008,9776
Japan,RECYCLING,2009,9502
Japan,RECYCLING,2010,9446
Japan,RECYCLING,2011,9156
Japan,RECYCLING,2012,9127
Japan,RECYCLING,2013,9117
Japan,RECYCLING,2014,8972
Japan,RECYCLING,2015,8843
Japan,RECYCLING,2016,8619
Japan,RECYCLING,2017,8495
Japan,RECYCLING,2018,8360
Japan,RECYCLING,2019,8236
Japan,RECYCLING,2020,8155
Japan,RECYCLING,2021,8039
Korea,RECYCLING,1985,370
Korea,RECYCLING,1987,570
Korea,RECYCLING,1988,642
Korea,RECYCLING,1989,830
Korea,RECYCLING,1990,1424
Korea,RECYCLING,1991,2477
Korea,RECYCLING,1992,2158
Korea,RECYCLING,1993,2640
Korea,RECYCLING,1994,3258
Korea,RECYCLING,1995,4012
Korea,RECYCLING,1996,4776
Korea,RECYCLING,1997,5076
Korea,RECYCLING,1998,5682
Korea,RECYCLING,1999,6349
Korea,RECYCLING,2000,6996
Korea,RECYCLING,2001,7637
Korea,RECYCLING,2002,8011
Korea,RECYCLING,2003,8372
Korea,RECYCLING,2004,8975
Korea,RECYCLING,2005,9944
Korea,RECYCLING,2008,11096
Korea,RECYCLING,2009,11112
Korea,RECYCLING,2010,10753
Korea,RECYCLING,2011,10412
Korea,RECYCLING,2012,10436
Korea,RECYCLING,2013,10432
Korea,RECYCLING,2014,10586
Korea,RECYCLING,2015,10927
Korea,RECYCLING,2016,11615
Korea,RECYCLING,2017,11829
Korea,RECYCLING,2018,12593
Korea,RECYCLING,2019,11958
Korea,RECYCLING,2020,12729
Korea,RECYCLING,2021,12231
Korea,RECYCLING,2022,13174
Latvia,RECYCLING,2002,3
Latvia,RECYCLING,2003,14
Latvia,RECYCLING,2004,25
Latvia,RECYCLING,2005,26
Latvia,RECYCLING,2006,29
Latvia,RECYCLING,2007,38
Latvia,RECYCLING,2008,43
Latvia,RECYCLING,2009,56
Latvia,RECYCLING,2010,60
Latvia,RECYCLING,2011,62
Latvia,RECYCLING,2012,84
Latvia,RECYCLING,2013,142
Latvia,RECYCLING,2014,170
Latvia,RECYCLING,2015,182
Latvia,RECYCLING,2016,121
Latvia,RECYCLING,2017,141
Latvia,RECYCLING,2018,150
Latvia,RECYCLING,2019,302
Latvia,RECYCLING,2020,294
Latvia,RECYCLING,2021,314
Latvia,RECYCLING,2022,295
Lithuania,RECYCLING,2004,14
Lithuania,RECYCLING,2005,14
Lithuania,RECYCLING,2006,14
Lithuania,RECYCLING,2007,80
Lithuania,RECYCLING,2009,87
Lithuania,RECYCLING,2010,43
Lithuania,RECYCLING,2011,244
Lithuania,RECYCLING,2012,261
Lithuania,RECYCLING,2013,261
Lithuania,RECYCLING,2014,268
Lithuania,RECYCLING,2015,298
Lithuania,RECYCLING,2016,312
Lithuania,RECYCLING,2017,311
Lithuania,RECYCLING,2018,315
Lithuania,RECYCLING,2019,363
Lithuania,RECYCLING,2020,329
Lithuania,RECYCLING,2021,354
Lithuania,RECYCLING,2022,345
Lithuania,RECYCLING,2023,316
Luxembourg,RECYCLING,1995,31
Luxembourg,RECYCLING,1996,37
Luxembourg,RECYCLING,1997,46
Luxembourg,RECYCLING,1998,52
Luxembourg,RECYCLING,1999,52
Luxembourg,RECYCLING,2000,62
Luxembourg,RECYCLING,2001,66
Luxembourg,RECYCLING,2002,66
Luxembourg,RECYCLING,2003,71
Luxembourg,RECYCLING,2004,72
Luxembourg,RECYCLING,2005,80
Luxembourg,RECYCLING,2006,84
Luxembourg,RECYCLING,2007,86
Luxembourg,RECYCLING,2008,89
Luxembourg,RECYCLING,2009,89
Luxembourg,RECYCLING,2010,93
Luxembourg,RECYCLING,2011,98
Luxembourg,RECYCLING,2012,96
Luxembourg,RECYCLING,2013,95
Luxembourg,RECYCLING,2014,99
Luxembourg,RECYCLING,2015,101
Luxembourg,RECYCLING,2017,141
Luxembourg,RECYCLING,2018,145
Luxembourg,RECYCLING,2020,146
Luxembourg,RECYCLING,2021,152
Luxembourg,RECYCLING,2022,150
Luxembourg,RECYCLING,2023,149
Mexico,RECYCLING,1991,144
Mexico,RECYCLING,1992,518
Mexico,RECYCLING,1993,662
Mexico,RECYCLING,1994,695
Mexico,RECYCLING,1995,719
Mexico,RECYCLING,1996,753
Mexico,RECYCLING,1997,690
Mexico,RECYCLING,1998,720
Mexico,RECYCLING,1999,729
Mexico,RECYCLING,2000,724
Mexico,RECYCLING,2001,742
Mexico,RECYCLING,2002,780
Mexico,RECYCLING,2003,820
Mexico,RECYCLING,2004,895
Mexico,RECYCLING,2005,1150
Mexico,RECYCLING,2006,1176
Mexico,RECYCLING,2007,1202
Mexico,RECYCLING,2008,1347
Mexico,RECYCLING,2009,1500
Mexico,RECYCLING,2010,1695
Mexico,RECYCLING,2011,1980
Mexico,RECYCLING,2012,2100
Netherlands,RECYCLING,1985,212
Netherlands,RECYCLING,1991,578
Netherlands,RECYCLING,1993,1225
Netherlands,RECYCLING,1994,1253
Netherlands,RECYCLING,1995,1295
Netherlands,RECYCLING,1996,1437
Netherlands,RECYCLING,1997,1604
Netherlands,RECYCLING,1998,1710
Netherlands,RECYCLING,1999,1822
Netherlands,RECYCLING,2000,1899
Netherlands,RECYCLING,2001,1917
Netherlands,RECYCLING,2002,2022
Netherlands,RECYCLING,2003,2039
Netherlands,RECYCLING,2004,2183
Netherlands,RECYCLING,2005,2142
Netherlands,RECYCLING,2006,2247
Netherlands,RECYCLING,2007,2388
Netherlands,RECYCLING,2009,2384
Netherlands,RECYCLING,2010,2354
Netherlands,RECYCLING,2011,2291
Netherlands,RECYCLING,2012,2196
Netherlands,RECYCLING,2013,2112
Netherlands,RECYCLING,2014,2112
Netherlands,RECYCLING,2015,2176
Netherlands,RECYCLING,2016,2291
Netherlands,RECYCLING,2017,2327
Netherlands,RECYCLING,2018,2395
Netherlands,RECYCLING,2019,2441
Netherlands,RECYCLING,2020,2583
Netherlands,RECYCLING,2021,2514
Netherlands,RECYCLING,2023,2309
Norway,RECYCLING,1990,100
Norway,RECYCLING,1992,176
Norway,RECYCLING,1993,230
Norway,RECYCLING,1994,265
Norway,RECYCLING,1995,322
Norway,RECYCLING,1996,467
Norway,RECYCLING,1997,548
Norway,RECYCLING,1998,482
Norway,RECYCLING,1999,579
Norway,RECYCLING,2000,606
Norway,RECYCLING,2002,560
Norway,RECYCLING,2003,576
Norway,RECYCLING,2004,475
Norway,RECYCLING,2005,519
Norway,RECYCLING,2006,574
Norway,RECYCLING,2007,642
Norway,RECYCLING,2008,670
Norway,RECYCLING,2009,620
Norway,RECYCLING,2010,609
Norway,RECYCLING,2011,598
Norway,RECYCLING,2012,620
Norway,RECYCLING,2013,590
Norway,RECYCLING,2015,572
Norway,RECYCLING,2017,1138
Norway,RECYCLING,2018,1217
Norway,RECYCLING,2019,1241
Norway,RECYCLING,2021,1234
Norway,RECYCLING,2022,1291
Norway,RECYCLING,2023,1252
Poland,RECYCLING,1998,13
Poland,RECYCLING,1999,18
Poland,RECYCLING,2000,13
Poland,RECYCLING,2001,147
Poland,RECYCLING,2002,116
Poland,RECYCLING,2003,145
Poland,RECYCLING,2004,243
Poland,RECYCLING,2005,367
Poland,RECYCLING,2006,487
Poland,RECYCLING,2007,580
Poland,RECYCLING,2008,895
Poland,RECYCLING,2009,1421
Poland,RECYCLING,2010,1783
Poland,RECYCLING,2011,1173
Poland,RECYCLING,2012,1244
Poland,RECYCLING,2013,1499
Poland,RECYCLING,2020,3499
Poland,RECYCLING,2021,3681
Poland,RECYCLING,2022,3585
Portugal,RECYCLING,1995,40
Portugal,RECYCLING,1996,54
Portugal,RECYCLING,1997,67
Portugal,RECYCLING,1998,82
Portugal,RECYCLING,1999,109
Portugal,RECYCLING,2000,157
Portugal,RECYCLING,2001,190
Portugal,RECYCLING,2003,227
Portugal,RECYCLING,2004,320
Portugal,RECYCLING,2005,406
Portugal,RECYCLING,2006,475
Portugal,RECYCLING,2008,567
Portugal,RECYCLING,2009,648
Portugal,RECYCLING,2010,619
Portugal,RECYCLING,2011,595
Portugal,RECYCLING,2012,549
Portugal,RECYCLING,2013,594
Portugal,RECYCLING,2014,765
Portugal,RECYCLING,2015,678
Portugal,RECYCLING,2016,699
Portugal,RECYCLING,2017,604
Portugal,RECYCLING,2018,638
Portugal,RECYCLING,2019,643
Portugal,RECYCLING,2020,673
Portugal,RECYCLING,2021,724
Portugal,RECYCLING,2022,695
Portugal,RECYCLING,2023,696
Slovak Republic,RECYCLING,1995,24
Slovak Republic,RECYCLING,1996,22
Slovak Republic,RECYCLING,1998,28
Slovak Republic,RECYCLING,1999,28
Slovak Republic,RECYCLING,2000,34
Slovak Republic,RECYCLING,2001,36
Slovak Republic,RECYCLING,2002,34
Slovak Republic,RECYCLING,2003,47
Slovak Republic,RECYCLING,2004,46
Slovak Republic,RECYCLING,2006,14
Slovak Republic,RECYCLING,2007,39
Slovak Republic,RECYCLING,2008,60
Slovak Republic,RECYCLING,2009,72
Slovak Republic,RECYCLING,2010,98
Slovak Republic,RECYCLING,2011,113
Slovak Republic,RECYCLING,2012,141
Slovak Republic,RECYCLING,2013,108
Slovak Republic,RECYCLING,2014,88
Slovak Republic,RECYCLING,2015,136
Slovak Republic,RECYCLING,2016,291
Slovak Republic,RECYCLING,2017,433
Slovak Republic,RECYCLING,2018,603
Slovak Republic,RECYCLING,2019,616
Slovak Republic,RECYCLING,2020,810
Slovak Republic,RECYCLING,2021,903
Slovak Republic,RECYCLING,2022,857
Slovak Republic,RECYCLING,2023,837
Slovenia,RECYCLING,1995,21
Slovenia,RECYCLING,1996,54
Slovenia,RECYCLING,1997,54
Slovenia,RECYCLING,1998,90
Slovenia,RECYCLING,1999,50
Slovenia,RECYCLING,2000,47
Slovenia,RECYCLING,2001,14
Slovenia,RECYCLING,2002,62
Slovenia,RECYCLING,2003,92
Slovenia,RECYCLING,2004,183
Slovenia,RECYCLING,2005,169
Slovenia,RECYCLING,2006,145
Slovenia,RECYCLING,2007,217
Slovenia,RECYCLING,2008,190
Slovenia,RECYCLING,2009,189
Slovenia,RECYCLING,2010,203
Slovenia,RECYCLING,2011,258
Slovenia,RECYCLING,2012,270
Slovenia,RECYCLING,2013,239
Slovenia,RECYCLING,2014,259
Slovenia,RECYCLING,2021,502
Slovenia,RECYCLING,2022,477
Slovenia,RECYCLING,2023,490
Spain,RECYCLING,1990,65
Spain,RECYCLING,1991,86
Spain,RECYCLING,1992,105
Spain,RECYCLING,1993,138
Spain,RECYCLING,1994,159
Spain,RECYCLING,1995,1415
Spain,RECYCLING,1996,1640
Spain,RECYCLING,1997,1860
Spain,RECYCLING,1998,2067
Spain,RECYCLING,1999,1920
Spain,RECYCLING,2000,1778
Spain,RECYCLING,2001,2956
Spain,RECYCLING,2002,3811
Spain,RECYCLING,2003,3770
Spain,RECYCLING,2004,3730
Spain,RECYCLING,2005,3685
Spain,RECYCLING,2006,3646
Spain,RECYCLING,2007,3496
Spain,RECYCLING,2008,3898
Spain,RECYCLING,2009,3811
Spain,RECYCLING,2010,4175
Spain,RECYCLING,2011,3782
Spain,RECYCLING,2012,4277
Spain,RECYCLING,2013,3284
Spain,RECYCLING,2014,3526
Spain,RECYCLING,2015,3892
Spain,RECYCLING,2016,3945
Spain,RECYCLING,2017,4033
Spain,RECYCLING,2018,4009
Spain,RECYCLING,2019,4379
Spain,RECYCLING,2020,4434
Spain,RECYCLING,2021,5030
Sweden,RECYCLING,1990,400
Sweden,RECYCLING,1994,637
Sweden,RECYCLING,1995,685
Sweden,RECYCLING,1996,810
Sweden,RECYCLING,1997,923
Sweden,RECYCLING,1998,1046
Sweden,RECYCLING,1999,1094
Sweden,RECYCLING,2000,1091
Sweden,RECYCLING,2001,1135
Sweden,RECYCLING,2002,1295
Sweden,RECYCLING,2003,1314
Sweden,RECYCLING,2004,1385
Sweden,RECYCLING,2005,1474
Sweden,RECYCLING,2006,1658
Sweden,RECYCLING,2007,1591
Sweden,RECYCLING,2008,1520
Sweden,RECYCLING,2009,1604
Sweden,RECYCLING,2010,1414
Sweden,RECYCLING,2011,1408
Sweden,RECYCLING,2012,1405
Sweden,RECYCLING,2013,1445
Sweden,RECYCLING,2014,1420
Sweden,RECYCLING,2015,1418
Sweden,RECYCLING,2016,1435
Sweden,RECYCLING,2017,1426
Sweden,RECYCLING,2018,1320
Sweden,RECYCLING,2019,1497
Sweden,RECYCLING,2021,867
Sweden,RECYCLING,2022,859
Sweden,RECYCLING,2023,830
Switzerland,RECYCLING,1985,588
Switzerland,RECYCLING,1986,639
Switzerland,RECYCLING,1987,705
Switzerland,RECYCLING,1988,781
Switzerland,RECYCLING,1989,852
Switzerland,RECYCLING,1990,911
Switzerland,RECYCLING,1991,951
Switzerland,RECYCLING,1992,987
Switzerland,RECYCLING,1993,1020
Switzerland,RECYCLING,1994,1161
Switzerland,RECYCLING,1995,1240
Switzerland,RECYCLING,1996,1315
Switzerland,RECYCLING,1997,1349
Switzerland,RECYCLING,1998,1406
Switzerland,RECYCLING,1999,1445
Switzerland,RECYCLING,2000,1500
Switzerland,RECYCLING,2001,1584
Switzerland,RECYCLING,2002,1578
Switzerland,RECYCLING,2003,1596
Switzerland,RECYCLING,2004,1640
Switzerland,RECYCLING,2005,1730
Switzerland,RECYCLING,2006,1785
Switzerland,RECYCLING,2007,1855
Switzerland,RECYCLING,2008,1893
Switzerland,RECYCLING,2009,1871
Switzerland,RECYCLING,2010,1878
Switzerland,RECYCLING,2011,1895
Switzerland,RECYCLING,2012,1939
Switzerland,RECYCLING,2013,1919
Switzerland,RECYCLING,2014,1960
Switzerland,RECYCLING,2015,1924
Switzerland,RECYCLING,2016,1874
Switzerland,RECYCLING,2017,1846
Switzerland,RECYCLING,2018,1856
Switzerland,RECYCLING,2019,1817
Switzerland,RECYCLING,2020,1816
Switzerland,RECYCLING,2021,1799
Switzerland,RECYCLING,2022,1695
Switzerland,RECYCLING,2023,1731
Türkiye,RECYCLING,2018,3848
Türkiye,RECYCLING,2020,4146
United Kingdom,RECYCLING,1990,700
United Kingdom,RECYCLING,1995,2020
United Kingdom,RECYCLING,1996,1922
United Kingdom,RECYCLING,1997,2265
United Kingdom,RECYCLING,1998,2763
United Kingdom,RECYCLING,1999,3421
United Kingdom,RECYCLING,2001,3181
United Kingdom,RECYCLING,2002,3733
United Kingdom,RECYCLING,2003,4698
United Kingdom,RECYCLING,2004,5657
United Kingdom,RECYCLING,2005,6362
United Kingdom,RECYCLING,2006,7107
United Kingdom,RECYCLING,2007,7680
United Kingdom,RECYCLING,2008,7775
United Kingdom,RECYCLING,2009,7890
United Kingdom,RECYCLING,2010,8069
United Kingdom,RECYCLING,2011,8134
United Kingdom,RECYCLING,2012,8173
United Kingdom,RECYCLING,2013,8460
United Kingdom,RECYCLING,2014,8466
United Kingdom,RECYCLING,2015,8558
United Kingdom,RECYCLING,2016,8640
United Kingdom,RECYCLING,2017,8324
United Kingdom,RECYCLING,2018,8386
United Kingdom,RECYCLING,2019,8311
United Kingdom,RECYCLING,2020,8032
United Kingdom,RECYCLING,2021,8172
United Kingdom,RECYCLING,2022,7737
United Kingdom,RECYCLING,2023,7659
United States,RECYCLING,1980,13172
United States,RECYCLING,1990,26345
United States,RECYCLING,1991,29511
United States,RECYCLING,1992,32677
United States,RECYCLING,1993,34310
United States,RECYCLING,1994,39245
United States,RECYCLING,1995,41867
United States,RECYCLING,1996,42756
United States,RECYCLING,1997,43472
United States,RECYCLING,1998,44162
United States,RECYCLING,1999,46085
United States,RECYCLING,2000,48090
United States,RECYCLING,2001,48199
United States,RECYCLING,2002,49197
United States,RECYCLING,2003,50839
United States,RECYCLING,2004,52707
United States,RECYCLING,2005,53742
United States,RECYCLING,2006,56118
United States,RECYCLING,2007,57243
United States,RECYCLING,2008,56209
United States,RECYCLING,2009,56273
United States,RECYCLING,2010,59203
United States,RECYCLING,2011,60500
United States,RECYCLING,2012,59393
United States,RECYCLING,2013,58913
United States,RECYCLING,2014,60010
United States,RECYCLING,2015,61289
United States,RECYCLING,2016,62178
United States,RECYCLING,2017,60763
United States,RECYCLING,2018,62677
European Union (27 countries from 01/02/2020),RECYCLING,1995,23096
European Union (27 countries from 01/02/2020),RECYCLING,1996,26359
European Union (27 countries from 01/02/2020),RECYCLING,1997,29538
European Union (27 countries from 01/02/2020),RECYCLING,1998,32132
European Union (27 countries from 01/02/2020),RECYCLING,1999,36569
European Union (27 countries from 01/02/2020),RECYCLING,2000,37518
European Union (27 countries from 01/02/2020),RECYCLING,2001,39596
European Union (27 countries from 01/02/2020),RECYCLING,2002,42967
European Union (27 countries from 01/02/2020),RECYCLING,2003,43123
European Union (27 countries from 01/02/2020),RECYCLING,2004,43447
European Union (27 countries from 01/02/2020),RECYCLING,2005,45896
European Union (27 countries from 01/02/2020),RECYCLING,2006,47437
European Union (27 countries from 01/02/2020),RECYCLING,2007,51956
European Union (27 countries from 01/02/2020),RECYCLING,2008,52758
European Union (27 countries from 01/02/2020),RECYCLING,2009,54287
European Union (27 countries from 01/02/2020),RECYCLING,2010,55328
European Union (27 countries from 01/02/2020),RECYCLING,2011,56490
European Union (27 countries from 01/02/2020),RECYCLING,2012,57519
European Union (27 countries from 01/02/2020),RECYCLING,2013,56446
European Union (27 countries from 01/02/2020),RECYCLING,2014,59398
European Union (27 countries from 01/02/2020),RECYCLING,2015,62679
European Union (27 countries from 01/02/2020),RECYCLING,2016,64613
European Union (27 countries from 01/02/2020),RECYCLING,2017,65451
European Union (27 countries from 01/02/2020),RECYCLING,2018,65762
European Union (27 countries from 01/02/2020),RECYCLING,2019,66981
European Union (27 countries from 01/02/2020),RECYCLING,2020,69632
European Union (27 countries from 01/02/2020),RECYCLING,2021,72840
European Union (27 countries from 01/02/2020),RECYCLING,2022,69062
European Union (27 countries from 01/02/2020),RECYCLING,2023,65873
Argentina,RECYCLING,2005,740
Argentina,RECYCLING,2010,822
Argentina,RECYCLING,2019,1017
Argentina,RECYCLING,2020,1026
Argentina,RECYCLING,2021,1036
Argentina,RECYCLING,2022,1042
Bangladesh,RECYCLING,2019,32
Bangladesh,RECYCLING,2020,33
Bangladesh,RECYCLING,2021,34
Belarus,RECYCLING,2006,32
Belarus,RECYCLING,2007,39
Belarus,RECYCLING,2008,173
Belarus,RECYCLING,2009,288
Belarus,RECYCLING,2010,328
Belarus,RECYCLING,2011,345
Belarus,RECYCLING,2012,373
Belarus,RECYCLING,2013,442
Belarus,RECYCLING,2014,540
Belarus,RECYCLING,2015,583
Belarus,RECYCLING,2016,600
Belarus,RECYCLING,2017,654
Belarus,RECYCLING,2018,714
Belarus,RECYCLING,2019,785
Belarus,RECYCLING,2020,1019
Belarus,RECYCLING,2021,1233
Belarus,RECYCLING,2022,1354
Belarus,RECYCLING,2023,1414
Brazil,RECYCLING,2004,221
Brazil,RECYCLING,2005,320
Brazil,RECYCLING,2006,207
Brazil,RECYCLING,2007,273
Brazil,RECYCLING,2008,2401
Brazil,RECYCLING,2009,3536
Brazil,RECYCLING,2010,1186
Brazil,RECYCLING,2011,487
Brazil,RECYCLING,2012,518
Brazil,RECYCLING,2013,776
Brazil,RECYCLING,2014,937
Brazil,RECYCLING,2015,1023
Bulgaria,RECYCLING,2010,1003
Bulgaria,RECYCLING,2011,895
Bulgaria,RECYCLING,2012,749
Bulgaria,RECYCLING,2013,787
Bulgaria,RECYCLING,2014,677
Bulgaria,RECYCLING,2015,573
Bulgaria,RECYCLING,2016,654
Bulgaria,RECYCLING,2017,827
Bulgaria,RECYCLING,2018,849
Bulgaria,RECYCLING,2019,827
Bulgaria,RECYCLING,2020,908
Bulgaria,RECYCLING,2021,795
Bulgaria,RECYCLING,2022,682
Croatia,RECYCLING,2007,39
Croatia,RECYCLING,2008,35
Croatia,RECYCLING,2009,28
Croatia,RECYCLING,2010,53
Croatia,RECYCLING,2011,123
Croatia,RECYCLING,2012,220
Croatia,RECYCLING,2013,228
Croatia,RECYCLING,2014,236
Croatia,RECYCLING,2015,270
Croatia,RECYCLING,2016,322
Croatia,RECYCLING,2017,366
Croatia,RECYCLING,2018,398
Croatia,RECYCLING,2019,484
Croatia,RECYCLING,2020,412
Croatia,RECYCLING,2021,467
Croatia,RECYCLING,2022,538
Croatia,RECYCLING,2023,544
Moldova,RECYCLING,2020,25
Moldova,RECYCLING,2021,34
Romania,RECYCLING,2001,123
Romania,RECYCLING,2002,170
Romania,RECYCLING,2004,83
Romania,RECYCLING,2005,145
Romania,RECYCLING,2006,41
Romania,RECYCLING,2007,34
Romania,RECYCLING,2008,72
Romania,RECYCLING,2009,78
Romania,RECYCLING,2011,173
Romania,RECYCLING,2012,165
Romania,RECYCLING,2013,215
Romania,RECYCLING,2014,256
Romania,RECYCLING,2015,284
Romania,RECYCLING,2016,337
Romania,RECYCLING,2017,393
Romania,RECYCLING,2018,406
Romania,RECYCLING,2019,384
Romania,RECYCLING,2022,420
South Africa,RECYCLING,2005,261
South Africa,RECYCLING,2006,521
South Africa,RECYCLING,2018,1855306
South Africa,RECYCLING,2019,3442681
South Africa,RECYCLING,2020,1024500
South Africa,RECYCLING,2021,2217915
South Africa,RECYCLING,2022,1464080
South Africa,RECYCLING,2023,1329125
Thailand,RECYCLING,2014,5020
Thailand,RECYCLING,2015,4780
Thailand,RECYCLING,2016,5161
Thailand,RECYCLING,2017,6156
Thailand,RECYCLING,2018,7310
Thailand,RECYCLING,2019,8709
Thailand,RECYCLING,2020,4360
Thailand,RECYCLING,2021,4000
Ukraine,RECYCLING,1990,537
Ukraine,RECYCLING,2007,88
Ukraine,RECYCLING,2008,91
Ukraine,RECYCLING,2009,167
Ukraine,RECYCLING,2010,140
Ukraine,RECYCLING,2011,74
Ukraine,RECYCLING,2012,57
Ukraine,RECYCLING,2013,9
Ukraine,RECYCLING,2014,4
Ukraine,RECYCLING,2015,4
Ukraine,RECYCLING,2016,6
Ukraine,RECYCLING,2017,16
Ukraine,RECYCLING,2018,17
Ukraine,RECYCLING,2020,4
Ukraine,RECYCLING,2021,1
Ukraine,RECYCLING,2023,15
